data	mut	pop	len	ind	ploidy	rep	method	rf	time	core
M201	5.00E-08	1.00E+06	5.00E+06	1	1	9	CASTER-site	7	737.305	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	10	CASTER-site	4	701.904	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	11	CASTER-site	4	749.921	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	12	CASTER-site	2	680.782	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	13	CASTER-site	10	744.387	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	14	CASTER-site	4	696.183	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	15	CASTER-site	6	701.47	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	16	CASTER-site	3	732.999	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	17	CASTER-site	2	837.239	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	18	CASTER-site	5	610.95	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	19	CASTER-site	4	531.749	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	20	CASTER-site	2	679.213	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	21	CASTER-site	4	598.826	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	22	CASTER-site	1	650.372	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	23	CASTER-site	5	647.235	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	24	CASTER-site	2	653.901	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	25	CASTER-site	4	506.637	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	26	CASTER-site	2	577.972	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	27	CASTER-site	5	916.044	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	28	CASTER-site	2	731.945	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	29	CASTER-site	3	671.874	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	30	CASTER-site	2	604.597	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	31	CASTER-site	0	707.393	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	32	CASTER-site	3	781.988	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	33	CASTER-site	7	772.859	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	34	CASTER-site	2	657.248	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	35	CASTER-site	7	715.037	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	36	CASTER-site	3	572.47	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	37	CASTER-site	5	586.633	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	38	CASTER-site	2	641.834	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	39	CASTER-site	2	602.987	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	40	CASTER-site	3	545.525	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	41	CASTER-site	3	608.155	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	42	CASTER-site	5	584.141	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	43	CASTER-site	3	589.042	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	44	CASTER-site	3	615.005	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	45	CASTER-site	1	632.743	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	46	CASTER-site	3	586.922	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	47	CASTER-site	2	617.969	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	48	CASTER-site	5	578.137	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	49	CASTER-site	5	516.109	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	50	CASTER-site	3	665.166	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	1	RAxML-ng	15	39059.268	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	2	RAxML-ng	4	31433.147	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	3	RAxML-ng	12	40305.007	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	4	RAxML-ng	13	21979.065	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	5	RAxML-ng	11	34717.428	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	6	RAxML-ng	17	52906.424	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	7	RAxML-ng	13	52091.164	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	8	RAxML-ng	15	40708.783	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	9	RAxML-ng	21	37927.944	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	10	RAxML-ng	14	33414.354	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	11	RAxML-ng	17	38133.625	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	12	RAxML-ng	16	36157.192	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	13	RAxML-ng	15	44163.536	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	14	RAxML-ng	17	32648.493	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	15	RAxML-ng	11	60785.103	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	16	RAxML-ng	16	35839.283	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	17	RAxML-ng	8	30838.491	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	18	RAxML-ng	11	41002.122	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	19	RAxML-ng	18	27018.149	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	20	RAxML-ng	20	34278.849	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	21	RAxML-ng	18	30401.462	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	22	RAxML-ng	9	35224.945	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	23	RAxML-ng	14	43840.843	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	24	RAxML-ng	13	31130.973	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	25	RAxML-ng	17	32601.113	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	26	RAxML-ng	12	30977.816	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	27	RAxML-ng	15	42542.419	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	28	RAxML-ng	9	41873.761	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	29	RAxML-ng	7	27698.082	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	30	RAxML-ng	8	31402.876	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	31	RAxML-ng	6	46726.462	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	32	RAxML-ng	14	44134.947	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	33	RAxML-ng	19	49218.346	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	34	RAxML-ng	13	32530.881	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	35	RAxML-ng	10	40484.497	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	36	RAxML-ng	13	28539.247	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	37	RAxML-ng	11	27468.76	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	38	RAxML-ng	6	28660.818	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	39	RAxML-ng	10	37297.02	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	40	RAxML-ng	14	30871.549	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	41	RAxML-ng	15	39967.768	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	42	RAxML-ng	9	32226.078	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	43	RAxML-ng	9	32516.604	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	44	RAxML-ng	13	33309.878	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	45	RAxML-ng	12	32365.518	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	46	RAxML-ng	12	34748.168	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	47	RAxML-ng	10	34776.169	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	48	RAxML-ng	17	36748.95	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	49	RAxML-ng	10	31010.016	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	50	RAxML-ng	11	36445.967	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	1	SVDQuartets	8	37066	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	2	SVDQuartets	6	34572	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	3	SVDQuartets	14	30807	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	4	SVDQuartets	13	12526	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	5	SVDQuartets	8	28207	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	6	SVDQuartets	7	36315	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	7	SVDQuartets	5	33589	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	8	SVDQuartets	6	27543	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	9	SVDQuartets	11	20332	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	10	SVDQuartets	7	31383	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	11	SVDQuartets	6	30596	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	12	SVDQuartets	13	22341	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	13	SVDQuartets	10	25766	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	14	SVDQuartets	9	27338	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	15	SVDQuartets	8	24311	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	16	SVDQuartets	3	36777	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	17	SVDQuartets	2	32886	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	18	SVDQuartets	8	35645	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	19	SVDQuartets	6	18883	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	20	SVDQuartets	8	30816	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	21	SVDQuartets	6	26383	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	22	SVDQuartets	1	24525	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	23	SVDQuartets	4	39678	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	24	SVDQuartets	6	28382	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	25	SVDQuartets	10	26952	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	26	SVDQuartets	4	29168	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	27	SVDQuartets	16	40485	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	28	SVDQuartets	7	34879	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	29	SVDQuartets	5	30856	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	30	SVDQuartets	3	28325	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	31	SVDQuartets	4	27466	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	32	SVDQuartets	5	32919	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	33	SVDQuartets	11	32477	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	34	SVDQuartets	4	31979	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	35	SVDQuartets	8	33996	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	36	SVDQuartets	8	24803	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	37	SVDQuartets	3	28062	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	38	SVDQuartets	7	26780	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	39	SVDQuartets	2	27667	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	40	SVDQuartets	2	30800	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	41	SVDQuartets	5	25799	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	42	SVDQuartets	9	29157	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	43	SVDQuartets	5	22269	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	44	SVDQuartets	6	26139	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	45	SVDQuartets	3	33834	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	46	SVDQuartets	7	29585	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	47	SVDQuartets	6	30382	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	48	SVDQuartets	9	28575	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	49	SVDQuartets	7	24119	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	50	SVDQuartets	8	27253	64
M201	5.00E-08	1.00E+06	5.00E+06	1	1	1	CASTER-pair	3	1231.547	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	2	CASTER-pair	4	1023.983	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	3	CASTER-pair	3	1066.658	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	4	CASTER-pair	3	783.694	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	5	CASTER-pair	7	1010.559	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	6	CASTER-pair	3	1225.021	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	7	CASTER-pair	2	1174.794	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	8	CASTER-pair	3	1045.42	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	9	CASTER-pair	3	1073.546	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	10	CASTER-pair	4	1249.629	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	11	CASTER-pair	3	1286.581	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	12	CASTER-pair	2	1022.12	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	13	CASTER-pair	6	1367.834	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	14	CASTER-pair	3	1267.505	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	15	CASTER-pair	6	1296.113	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	16	CASTER-pair	1	1113.251	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	17	CASTER-pair	1	1083.395	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	18	CASTER-pair	4	1037.42	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	19	CASTER-pair	1	1119.722	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	20	CASTER-pair	3	1107.786	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	21	CASTER-pair	3	1103.095	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	22	CASTER-pair	0	1313.278	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	23	CASTER-pair	5	1200.962	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	24	CASTER-pair	2	1222.613	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	25	CASTER-pair	2	1023.247	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	26	CASTER-pair	2	931.018	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	27	CASTER-pair	6	1160.497	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	28	CASTER-pair	1	1080.585	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	29	CASTER-pair	1	1132.445	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	30	CASTER-pair	0	896.659	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	31	CASTER-pair	2	1031.419	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	32	CASTER-pair	1	1371.98	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	33	CASTER-pair	7	1211.409	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	34	CASTER-pair	3	1140.845	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	35	CASTER-pair	2	995.699	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	36	CASTER-pair	1	1223.585	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	37	CASTER-pair	3	1024.167	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	38	CASTER-pair	2	1017.696	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	39	CASTER-pair	3	926.077	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	40	CASTER-pair	1	925.843	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	41	CASTER-pair	3	918.673	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	42	CASTER-pair	3	1112.32	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	43	CASTER-pair	3	916.344	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	44	CASTER-pair	3	1122.45	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	45	CASTER-pair	0	1227.021	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	46	CASTER-pair	3	911.77	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	47	CASTER-pair	3	1049.384	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	48	CASTER-pair	3	1060.366	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	49	CASTER-pair	3	870.914	32
M201	5.00E-08	1.00E+06	5.00E+06	1	1	50	CASTER-pair	2	1107.441	32
M21	5.00E-08	1.00E+06	5.00E+06	1	1	1	RAxML-ng	3	454.749	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	2	RAxML-ng	0	556.936	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	3	RAxML-ng	3	410.595	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	4	RAxML-ng	0	747.518	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	5	RAxML-ng	7	890.216	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	6	RAxML-ng	3	435.273	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	7	RAxML-ng	3	418.813	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	8	RAxML-ng	2	659.923	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	9	RAxML-ng	5	1161.908	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	10	RAxML-ng	1	404.3	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	11	RAxML-ng	1	1355.796	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	12	RAxML-ng	0	667.646	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	13	RAxML-ng	3	591.913	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	14	RAxML-ng	1	763.25	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	15	RAxML-ng	2	534.929	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	16	RAxML-ng	0	785.271	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	17	RAxML-ng	3	656.841	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	18	RAxML-ng	2	675.235	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	19	RAxML-ng	1	721.294	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	20	RAxML-ng	2	206.931	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	21	RAxML-ng	3	1350.004	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	22	RAxML-ng	0	693.637	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	23	RAxML-ng	1	793.014	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	24	RAxML-ng	1	728.975	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	25	RAxML-ng	3	1898.037	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	26	RAxML-ng	2	484.846	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	27	RAxML-ng	5	2026.377	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	28	RAxML-ng	1	596.562	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	29	RAxML-ng	3	698.802	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	30	RAxML-ng	2	1287.582	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	31	RAxML-ng	3	1757.406	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	32	RAxML-ng	1	692.264	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	33	RAxML-ng	2	717.471	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	34	RAxML-ng	1	400.55	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	35	RAxML-ng	1	607.395	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	36	RAxML-ng	1	556.29	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	37	RAxML-ng	1	494.425	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	38	RAxML-ng	2	1089.294	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	39	RAxML-ng	1	713.946	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	40	RAxML-ng	3	592.981	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	41	RAxML-ng	4	932.446	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	42	RAxML-ng	0	504.58	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	43	RAxML-ng	0	1271.373	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	44	RAxML-ng	3	635.855	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	45	RAxML-ng	0	899.768	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	46	RAxML-ng	0	406.661	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	47	RAxML-ng	5	842.915	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	48	RAxML-ng	0	912.669	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	49	RAxML-ng	2	1051.287	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	50	RAxML-ng	3	564.252	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	1	RAxML-ng	2	70902.703	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	2	RAxML-ng	0	13184.481	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	3	RAxML-ng	1	16794.243	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	4	RAxML-ng	1	21876.115	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	5	RAxML-ng	7	28025.359	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	6	RAxML-ng	3	36426.631	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	7	RAxML-ng	6	13376.940	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	8	RAxML-ng	2	34187.452	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	9	RAxML-ng	5	39292.886	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	10	RAxML-ng	1	42593.108	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	11	RAxML-ng	1	39287.301	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	12	RAxML-ng	1	41362.947	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	13	RAxML-ng	2	18839.630	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	14	RAxML-ng	1	32232.574	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	15	RAxML-ng	3	28179.324	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	16	RAxML-ng	0	41670.807	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	17	RAxML-ng	2	21263.519	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	18	RAxML-ng	2	43365.806	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	19	RAxML-ng	1	12236.376	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	20	RAxML-ng	2	37704.505	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	21	RAxML-ng	4	40021.941	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	22	RAxML-ng	0	32964.941	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	23	RAxML-ng	1	47061.036	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	24	RAxML-ng	1	18889.997	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	25	RAxML-ng	2	24768.623	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	26	RAxML-ng	3	21259.164	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	27	RAxML-ng	3	25021.910	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	28	RAxML-ng	1	29697.375	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	29	RAxML-ng	2	27636.263	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	30	RAxML-ng	4	37381.097	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	31	RAxML-ng	3	32301.248	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	32	RAxML-ng	1	33719.771	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	33	RAxML-ng	1	26104.270	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	34	RAxML-ng	1	27057.291	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	35	RAxML-ng	1	23780.959	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	36	RAxML-ng	1	21699.384	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	37	RAxML-ng	1	29965.926	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	38	RAxML-ng	2	36836.292	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	39	RAxML-ng	3	42534.418	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	40	RAxML-ng	0	32888.864	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	41	RAxML-ng	3	36230.476	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	42	RAxML-ng	0	29506.400	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	43	RAxML-ng	0	50281.545	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	44	RAxML-ng	2	38175.660	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	45	RAxML-ng	0	20294.386	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	46	RAxML-ng	1	15074.139	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	47	RAxML-ng	4	28965.996	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	48	RAxML-ng	1	16061.387	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	49	RAxML-ng	2	35740.926	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	50	RAxML-ng	3	32314.722	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	1	CASTER-site	0	16.646	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	2	CASTER-site	0	8.278	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	3	CASTER-site	0	8.837	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	4	CASTER-site	0	10.152	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	5	CASTER-site	1	9.759	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	6	CASTER-site	1	9.409	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	7	CASTER-site	0	8.889	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	8	CASTER-site	0	15.732	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	9	CASTER-site	3	13.348	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	10	CASTER-site	1	12.654	8
