data	mut	pop	len	ind	ploidy	rep	method	rf	time	core
M201	5.00E-08	1.00E+05	5.00E+06	1	1	40	wASTRAL	2	1.55E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	42	wASTRAL	3	1.40E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	43	wASTRAL	4	1.50E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	45	wASTRAL	1	1.15E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	50	wASTRAL	2	1.06E+07	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	3	wASTRAL	6	7.06E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	4	wASTRAL	6	7.16E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	11	wASTRAL	5	6.41E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	15	wASTRAL	7	6.23E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	16	wASTRAL	1	5.65E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	22	wASTRAL	1	6.23E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	23	wASTRAL	3	6.25E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	26	wASTRAL	4	5.67E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	27	wASTRAL	4	6.97E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	28	wASTRAL	0	5.36E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	29	wASTRAL	3	5.29E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	31	wASTRAL	2	5.20E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	32	wASTRAL	1	7.76E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	36	wASTRAL	3	4.59E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	38	wASTRAL	1	6.53E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	40	wASTRAL	2	5.96E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	42	wASTRAL	4	6.04E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	43	wASTRAL	2	6.02E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	45	wASTRAL	1	4.32E+06	1
M201	5.00E-09	1.00E+05	5.00E+06	1	1	50	wASTRAL	3	4.81E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	3	wASTRAL	11	37722800	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	4	wASTRAL	8	24900000	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	11	wASTRAL	6	34332000	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	15	wASTRAL	14	37681100	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	16	wASTRAL	5	43721100	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	22	wASTRAL	2	51473000	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	23	wASTRAL	7	53265800	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	26	wASTRAL	8	46433300	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	27	wASTRAL	11	54577500	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	28	wASTRAL	2	41458100	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	29	wASTRAL	4	47974600	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	31	wASTRAL	7	50810800	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	32	wASTRAL	5	57460000	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	36	wASTRAL	5	53280900	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	38	wASTRAL	8	57000500	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	40	wASTRAL	6	56863500	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	42	wASTRAL	3	67907500	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	43	wASTRAL	4	126666000	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	45	wASTRAL	5	46987000	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	50	wASTRAL	6	49293000	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	3	wASTRAL	5	25110000	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	4	wASTRAL	2	22390800	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	11	wASTRAL	2	22297800	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	15	wASTRAL	5	19947400	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	16	wASTRAL	4	22118200	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	22	wASTRAL	1	20378100	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	23	wASTRAL	4	22020100	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	26	wASTRAL	3	23315000	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	27	wASTRAL	4	24209500	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	28	wASTRAL	1	22598100	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	29	wASTRAL	3	16787300	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	31	wASTRAL	3	19728600	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	32	wASTRAL	2	21405000	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	36	wASTRAL	1	18981700	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	38	wASTRAL	2	18875000	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	40	wASTRAL	3	19965500	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	42	wASTRAL	4	19211100	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	43	wASTRAL	6	18304200	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	45	wASTRAL	0	16699900	1
M201	5.00E-07	1.00E+05	5.00E+06	1	1	50	wASTRAL	1	17244500	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	3	wASTRAL	1	209119	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	4	wASTRAL	0	219949	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	11	wASTRAL	1	1221250	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	15	wASTRAL	2	1028500	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	16	wASTRAL	3	842260	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	22	wASTRAL	0	725768	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	23	wASTRAL	0	338024	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	26	wASTRAL	1	255250	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	27	wASTRAL	1	262495	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	28	wASTRAL	1	238487	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	29	wASTRAL	1	203784	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	31	wASTRAL	2	303114	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	32	wASTRAL	0	286177	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	36	wASTRAL	0	212256	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	38	wASTRAL	0	248511	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	40	wASTRAL	0	226589	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	42	wASTRAL	0	218514	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	43	wASTRAL	0	220773	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	45	wASTRAL	0	265510	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	50	wASTRAL	1	235468	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	3	wASTRAL	1	3101460	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	4	wASTRAL	1	3907720	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	11	wASTRAL	1	5192550	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	15	wASTRAL	2	4185600	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	16	wASTRAL	2	4677450	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	22	wASTRAL	2	4088490	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	23	wASTRAL	0	4182350	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	26	wASTRAL	1	3468170	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	27	wASTRAL	0	4171640	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	28	wASTRAL	1	3683330	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	29	wASTRAL	2	3253260	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	31	wASTRAL	1	4102230	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	32	wASTRAL	0	4054260	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	36	wASTRAL	0	3844170	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	38	wASTRAL	0	3820590	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	40	wASTRAL	0	3872390	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	42	wASTRAL	0	4264560	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	43	wASTRAL	0	3856090	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	45	wASTRAL	0	3948540	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	50	wASTRAL	1	3239540	1
