mut	method	top	rep	AB|CD	AC|BD	BC|AD
2X	likelihood	BC|AD	97	0.999999776	2.23915E-07	4.21903E-13
2X	likelihood	BC|AD	98	0.012009204	0.987990796	5.05155E-15
2X	likelihood	BC|AD	99	1	1.12639E-12	1.20568E-24
2X	likelihood	BC|AD	100	2.63241E-05	0.999973676	2.92049E-15
0.5X	likelihood	AB|CD	1	1	6.52345E-40	1.281E-78
0.5X	likelihood	AB|CD	2	1	3.30046E-36	1.12866E-65
0.5X	likelihood	AB|CD	3	1	2.62372E-54	2.00654E-93
0.5X	likelihood	AB|CD	4	1	8.57053E-45	1.07963E-66
0.5X	likelihood	AB|CD	5	1	2.40805E-39	2.28083E-71
0.5X	likelihood	AB|CD	6	1	8.62669E-63	1.65836E-92
0.5X	likelihood	AB|CD	7	1	6.5161E-62	3.41897E-98
0.5X	likelihood	AB|CD	8	1	1.18237E-59	3.36889E-95
0.5X	likelihood	AB|CD	9	1	1.58934E-86	8.5272E-103
0.5X	likelihood	AB|CD	10	1	2.75845E-49	6.23103E-71
0.5X	likelihood	AB|CD	11	1	8.01119E-51	5.45661E-92
0.5X	likelihood	AB|CD	12	1	6.54173E-67	4.92628E-95
0.5X	likelihood	AB|CD	13	1	2.15832E-45	2.40956E-64
0.5X	likelihood	AB|CD	14	1	2.09197E-60	1.97027E-96
0.5X	likelihood	AB|CD	15	1	3.26155E-67	1.7977E-100
0.5X	likelihood	AB|CD	16	1	5.33221E-56	4.66483E-77
0.5X	likelihood	AB|CD	17	1	1.60971E-77	2.61017E-93
0.5X	likelihood	AB|CD	18	1	7.03287E-54	1.1684E-78
0.5X	likelihood	AB|CD	19	1	2.6515E-72	1.16087E-96
0.5X	likelihood	AB|CD	20	1	9.2285E-74	2.55611E-88
0.5X	likelihood	AB|CD	21	1	1.96742E-32	3.73952E-70
0.5X	likelihood	AB|CD	22	1	1.09758E-60	6.82015E-75
0.5X	likelihood	AB|CD	23	1	8.9682E-102	8.0089E-124
0.5X	likelihood	AB|CD	24	1	3.44031E-83	1.9445E-106
0.5X	likelihood	AB|CD	25	1	5.26474E-65	2.30589E-76
0.5X	likelihood	AB|CD	26	1	9.00161E-40	1.16963E-61
0.5X	likelihood	AB|CD	27	1	1.59203E-53	8.02697E-80
0.5X	likelihood	AB|CD	28	1	3.90573E-64	2.15236E-83
0.5X	likelihood	AB|CD	29	1	3.3138E-101	8.7629E-112
0.5X	likelihood	AB|CD	30	1	5.77717E-46	4.82735E-74
0.5X	likelihood	AB|CD	31	1	1.63424E-55	1.52803E-82
0.5X	likelihood	AB|CD	32	1	1.18476E-71	1.79933E-93
0.5X	likelihood	AB|CD	33	1	4.94992E-69	6.83112E-88
0.5X	likelihood	AB|CD	34	1	9.3944E-113	3.5146E-140
0.5X	likelihood	AB|CD	35	1	4.42969E-45	6.37119E-68
0.5X	likelihood	AB|CD	36	1	2.6211E-54	9.95382E-70
0.5X	likelihood	AB|CD	37	1	9.83917E-69	9.22418E-92
0.5X	likelihood	AB|CD	38	1	2.87836E-79	1.0904E-112
0.5X	likelihood	AB|CD	39	1	9.10224E-59	1.56281E-88
0.5X	likelihood	AB|CD	40	0.999999928	7.18274E-08	1.31873E-49
0.5X	likelihood	AB|CD	41	1	1.25911E-40	4.42403E-77
0.5X	likelihood	AB|CD	42	1	4.39664E-51	2.68423E-81
0.5X	likelihood	AB|CD	43	1	1.64553E-36	6.48677E-56
0.5X	likelihood	AB|CD	44	1	6.39088E-22	1.87218E-60
0.5X	likelihood	AB|CD	45	1	1.23382E-19	1.49373E-62
0.5X	likelihood	AB|CD	46	1	1.13301E-75	1.598E-97
0.5X	likelihood	AB|CD	47	1	7.29835E-37	1.20099E-84
0.5X	likelihood	AB|CD	48	1	7.66373E-47	3.1244E-91
0.5X	likelihood	AB|CD	49	1	1.20776E-56	3.83137E-79
0.5X	likelihood	AB|CD	50	1	1.32887E-45	3.07154E-55
0.5X	likelihood	AB|CD	51	1	3.95259E-69	4.99074E-95
0.5X	likelihood	AB|CD	52	1	1.02668E-45	2.366E-67
0.5X	likelihood	AB|CD	53	1	2.06082E-60	2.80715E-96
0.5X	likelihood	AB|CD	54	1	5.87491E-61	7.0393E-100
0.5X	likelihood	AB|CD	55	1	5.17483E-80	2.90906E-92
0.5X	likelihood	AB|CD	56	1	7.00099E-77	1.03103E-83
0.5X	likelihood	AB|CD	57	1	1.25968E-63	8.54848E-97
0.5X	likelihood	AB|CD	58	1	4.6213E-102	5.5564E-111
0.5X	likelihood	AB|CD	59	1	7.34337E-27	2.03624E-60
0.5X	likelihood	AB|CD	60	1	3.19792E-47	1.66064E-67
0.5X	likelihood	AB|CD	61	1	1.23939E-66	3.92903E-81
0.5X	likelihood	AB|CD	62	1	3.4347E-99	4.4782E-120
0.5X	likelihood	AB|CD	63	1	3.36348E-82	3.7541E-104
0.5X	likelihood	AB|CD	64	1	6.35265E-22	5.16593E-48
0.5X	likelihood	AB|CD	65	1	3.88031E-46	1.48236E-78
0.5X	likelihood	AB|CD	66	1	7.1479E-39	2.73411E-80
0.5X	likelihood	AB|CD	67	1	1.52292E-25	7.35548E-64
0.5X	likelihood	AB|CD	68	1	1.4534E-87	8.9744E-122
0.5X	likelihood	AB|CD	69	1	4.4067E-72	2.43163E-83
0.5X	likelihood	AB|CD	70	1	1.68902E-84	9.2846E-110
0.5X	likelihood	AB|CD	71	1	2.79018E-60	6.90667E-88
0.5X	likelihood	AB|CD	72	1	1.6137E-18	1.48049E-69
0.5X	likelihood	AB|CD	73	1	9.4572E-15	5.82965E-70
0.5X	likelihood	AB|CD	74	1	1.90745E-56	7.14311E-84
0.5X	likelihood	AB|CD	75	1	1.94015E-56	8.39438E-83
0.5X	likelihood	AB|CD	76	1	1.66097E-40	1.58335E-71
0.5X	likelihood	AB|CD	77	1	6.26559E-89	3.1908E-115
0.5X	likelihood	AB|CD	78	1	7.58449E-60	5.80267E-86
0.5X	likelihood	AB|CD	79	1	2.72816E-25	5.13475E-65
0.5X	likelihood	AB|CD	80	1	7.14622E-95	2.6404E-111
0.5X	likelihood	AB|CD	81	1	3.35827E-52	8.49762E-68
0.5X	likelihood	AB|CD	82	1	1.94511E-86	1.2705E-105
0.5X	likelihood	AB|CD	83	1	9.32036E-67	2.65466E-86
0.5X	likelihood	AB|CD	84	1	8.88214E-24	4.92859E-77
0.5X	likelihood	AB|CD	85	1	5.88398E-38	1.63264E-67
0.5X	likelihood	AB|CD	86	1	1.33337E-73	1.622E-90
0.5X	likelihood	AB|CD	87	1	4.70896E-76	8.9776E-85
0.5X	likelihood	AB|CD	88	1	1.10297E-53	9.08357E-76
0.5X	likelihood	AB|CD	89	1	4.22465E-58	7.91984E-69
0.5X	likelihood	AB|CD	90	1	3.5466E-41	2.93501E-73
0.5X	likelihood	AB|CD	91	1	1.7445E-76	1.52728E-88
0.5X	likelihood	AB|CD	92	1	4.71829E-64	2.07124E-84
0.5X	likelihood	AB|CD	93	1	2.64294E-34	5.45557E-78
0.5X	likelihood	AB|CD	94	1	1.07149E-77	9.7467E-99
0.5X	likelihood	AB|CD	95	1	3.59285E-17	5.79706E-57
0.5X	likelihood	AB|CD	96	1	1.62459E-50	2.77077E-72
0.5X	likelihood	AB|CD	97	1	2.52144E-92	1.3873E-122
0.5X	likelihood	AB|CD	98	1	2.34955E-79	9.31461E-95
0.5X	likelihood	AB|CD	99	1	3.02736E-61	5.25959E-77
0.5X	likelihood	AB|CD	100	1	3.38672E-63	3.06404E-85
0.5X	likelihood	AC|BD	1	1.25669E-35	1	6.21012E-55
0.5X	likelihood	AC|BD	2	4.2336E-77	1	1.01385E-97
0.5X	likelihood	AC|BD	3	2.0778E-33	1	4.83984E-75
0.5X	likelihood	AC|BD	4	3.26714E-46	1	1.13368E-76
0.5X	likelihood	AC|BD	5	9.12076E-30	1	3.8633E-59
0.5X	likelihood	AC|BD	6	3.19931E-58	1	8.19671E-85
0.5X	likelihood	AC|BD	7	3.25884E-69	1	1.51009E-96
0.5X	likelihood	AC|BD	8	8.74823E-10	0.999999999	1.58765E-50
0.5X	likelihood	AC|BD	9	3.47072E-16	1	2.63848E-67
0.5X	likelihood	AC|BD	10	2.68597E-24	1	1.79325E-65
0.5X	likelihood	AC|BD	11	6.44646E-18	1	8.76415E-49
0.5X	likelihood	AC|BD	12	2.0931E-37	1	5.64221E-62
0.5X	likelihood	AC|BD	13	6.167E-26	1	2.153E-63
0.5X	likelihood	AC|BD	14	4.9414E-37	1	1.07928E-74
0.5X	likelihood	AC|BD	15	7.03826E-16	1	1.12301E-53
0.5X	likelihood	AC|BD	16	1.46124E-21	1	5.72358E-54
0.5X	likelihood	AC|BD	17	2.7879E-21	1	3.78116E-65
0.5X	likelihood	AC|BD	18	1	3.55737E-12	7.2992E-56
0.5X	likelihood	AC|BD	19	3.97634E-16	1	5.86617E-67
0.5X	likelihood	AC|BD	20	9.98384E-29	1	7.81946E-66
0.5X	likelihood	AC|BD	21	3.36256E-20	1	4.99239E-46
0.5X	likelihood	AC|BD	22	9.25752E-11	1	5.24992E-26
0.5X	likelihood	AC|BD	23	5.30409E-35	1	4.74133E-86
0.5X	likelihood	AC|BD	24	5.04551E-47	1	3.04535E-66
0.5X	likelihood	AC|BD	25	4.62595E-08	0.999999954	2.38582E-71
0.5X	likelihood	AC|BD	26	3.22103E-20	1	9.35772E-67
0.5X	likelihood	AC|BD	27	5.92519E-26	1	2.19243E-53
0.5X	likelihood	AC|BD	28	1.40035E-32	1	3.55854E-57
0.5X	likelihood	AC|BD	29	8.0457E-31	1	4.68537E-64
0.5X	likelihood	AC|BD	30	2.41695E-06	0.999997583	2.21316E-52
0.5X	likelihood	AC|BD	31	1.67983E-61	1	2.06137E-69
0.5X	likelihood	AC|BD	32	0.992910319	0.007089681	2.98137E-47
0.5X	likelihood	AC|BD	33	0.000379605	0.999620395	6.30453E-37
0.5X	likelihood	AC|BD	34	9.6467E-66	1	6.64426E-97
0.5X	likelihood	AC|BD	35	1.70865E-20	1	2.81073E-64
0.5X	likelihood	AC|BD	36	2.213E-57	1	1.14764E-73
0.5X	likelihood	AC|BD	37	0.570036482	0.429963518	2.49916E-53
0.5X	likelihood	AC|BD	38	0.999999621	3.78897E-07	6.41922E-74
0.5X	likelihood	AC|BD	39	5.81497E-11	1	8.55695E-44
0.5X	likelihood	AC|BD	40	8.21216E-66	1	3.70274E-89
0.5X	likelihood	AC|BD	41	5.76183E-50	1	1.92336E-89
0.5X	likelihood	AC|BD	42	1.61745E-10	1	7.972E-58
0.5X	likelihood	AC|BD	43	1.7199E-09	0.999999998	1.46169E-54
0.5X	likelihood	AC|BD	44	5.16609E-19	1	1.42539E-64
0.5X	likelihood	AC|BD	45	0.397713823	0.602286177	5.39473E-64
0.5X	likelihood	AC|BD	46	3.17896E-30	1	3.85152E-76
0.5X	likelihood	AC|BD	47	1.56336E-51	1	1.71358E-95
0.5X	likelihood	AC|BD	48	1.91328E-39	1	6.5727E-99
0.5X	likelihood	AC|BD	49	8.57217E-59	1	5.37498E-97
0.5X	likelihood	AC|BD	50	6.21898E-13	1	7.57175E-52
0.5X	likelihood	AC|BD	51	1.97035E-26	1	3.07138E-72
0.5X	likelihood	AC|BD	52	1.30935E-18	1	8.81474E-52
0.5X	likelihood	AC|BD	53	2.82422E-38	1	1.9215E-60
0.5X	likelihood	AC|BD	54	1.78073E-12	1	1.06405E-48
0.5X	likelihood	AC|BD	55	2.85115E-32	1	1.36416E-71
0.5X	likelihood	AC|BD	56	0.120893081	0.879106919	2.89764E-44
0.5X	likelihood	AC|BD	57	5.47767E-08	0.999999945	1.0412E-69
0.5X	likelihood	AC|BD	58	5.51245E-53	1	8.78291E-80
0.5X	likelihood	AC|BD	59	4.86488E-24	1	1.82454E-45
0.5X	likelihood	AC|BD	60	1	8.69229E-11	7.08762E-57
0.5X	likelihood	AC|BD	61	1	8.7512E-14	2.24175E-50
0.5X	likelihood	AC|BD	62	0.999999999	1.4759E-09	2.47588E-54
0.5X	likelihood	AC|BD	63	1.7329E-27	1	6.61458E-62
0.5X	likelihood	AC|BD	64	1.88678E-22	1	1.0882E-59
0.5X	likelihood	AC|BD	65	8.03142E-16	1	3.38268E-49
0.5X	likelihood	AC|BD	66	7.00823E-48	1	2.66695E-58
0.5X	likelihood	AC|BD	67	1.70919E-12	1	4.06505E-52
0.5X	likelihood	AC|BD	68	3.89255E-36	1	3.94151E-83
0.5X	likelihood	AC|BD	69	5.91927E-26	1	1.35603E-83
0.5X	likelihood	AC|BD	70	7.6055E-22	1	6.05428E-56
0.5X	likelihood	AC|BD	71	1.12972E-29	1	1.32802E-61
0.5X	likelihood	AC|BD	72	6.39224E-48	1	1.64334E-85
0.5X	likelihood	AC|BD	73	0.000470145	0.999529855	6.83896E-60
0.5X	likelihood	AC|BD	74	2.68106E-26	1	1.63811E-71
0.5X	likelihood	AC|BD	75	1.93066E-63	1	1.3445E-106
0.5X	likelihood	AC|BD	76	1.56841E-36	1	2.76086E-71
0.5X	likelihood	AC|BD	77	1	1.65758E-16	1.01932E-31
0.5X	likelihood	AC|BD	78	4.43421E-57	1	6.65842E-75
0.5X	likelihood	AC|BD	79	2.76595E-28	1	6.63897E-70
0.5X	likelihood	AC|BD	80	1.2271E-102	1	3.4691E-128
0.5X	likelihood	AC|BD	81	0.863421094	0.136578906	2.05355E-52
0.5X	likelihood	AC|BD	82	2.47844E-25	1	2.1195E-55
0.5X	likelihood	AC|BD	83	8.69265E-35	1	1.45485E-87
0.5X	likelihood	AC|BD	84	4.17195E-28	1	3.0586E-70
0.5X	likelihood	AC|BD	85	5.63327E-61	1	3.1378E-100
0.5X	likelihood	AC|BD	86	4.1097E-57	1	9.78718E-89
0.5X	likelihood	AC|BD	87	2.12334E-41	1	1.70541E-80
0.5X	likelihood	AC|BD	88	1.40689E-28	1	2.45129E-66
0.5X	likelihood	AC|BD	89	1.28557E-67	1	1.95162E-90
0.5X	likelihood	AC|BD	90	1.84247E-60	1	5.67212E-83
0.5X	likelihood	AC|BD	91	0.011441508	0.988558492	9.78139E-41
0.5X	likelihood	AC|BD	92	1.86634E-82	1	4.5367E-108
0.5X	likelihood	AC|BD	93	4.76911E-43	1	4.24912E-73
0.5X	likelihood	AC|BD	94	5.08296E-34	1	1.22798E-69
0.5X	likelihood	AC|BD	95	1	1.95428E-12	1.62692E-61
0.5X	likelihood	AC|BD	96	3.56127E-19	1	1.07103E-66
0.5X	likelihood	AC|BD	97	3.6666E-09	0.999999996	1.34504E-52
0.5X	likelihood	AC|BD	98	2.23232E-24	1	2.80184E-62
0.5X	likelihood	AC|BD	99	2.58871E-43	1	5.76968E-66
0.5X	likelihood	AC|BD	100	6.44714E-78	1	1.94482E-96
0.5X	likelihood	BC|AD	1	0.999997692	3.37258E-08	2.27393E-06
0.5X	likelihood	BC|AD	2	1	2.07098E-12	3.2245E-15
0.5X	likelihood	BC|AD	3	0.999998155	9.8949E-12	1.84505E-06
0.5X	likelihood	BC|AD	4	0.99999999	1.01276E-08	5.77128E-34
0.5X	likelihood	BC|AD	5	0.108224934	1.91548E-06	0.89177315
0.5X	likelihood	BC|AD	6	1	3.88146E-26	1.82995E-21
0.5X	likelihood	BC|AD	7	1	1.18816E-40	9.85269E-44
0.5X	likelihood	BC|AD	8	0.999999621	3.78519E-07	3.8844E-29
0.5X	likelihood	BC|AD	9	1	1.24455E-15	1.22962E-20
0.5X	likelihood	BC|AD	10	1	1.31306E-16	5.4894E-39
0.5X	likelihood	BC|AD	11	3.46928E-17	1	1.46298E-35
0.5X	likelihood	BC|AD	12	0.999539161	1.52702E-15	0.000460839
0.5X	likelihood	BC|AD	13	1.83658E-05	0.999981634	3.16065E-27
0.5X	likelihood	BC|AD	14	1	1.02679E-11	9.6261E-35
0.5X	likelihood	BC|AD	15	0.999970762	2.92384E-05	1.35764E-15
0.5X	likelihood	BC|AD	16	1	2.54434E-22	2.86167E-40
0.5X	likelihood	BC|AD	17	1	1.75323E-23	3.16132E-41
0.5X	likelihood	BC|AD	18	0.043396923	0.956603077	2.57907E-27
0.5X	likelihood	BC|AD	19	0.000186107	0.999813893	1.21727E-27
0.5X	likelihood	BC|AD	20	0.012805403	0.987194597	5.08207E-13
0.5X	likelihood	BC|AD	21	1.40896E-10	1	1.15471E-10
0.5X	likelihood	BC|AD	22	1	1.48221E-18	1.29838E-19
0.5X	likelihood	BC|AD	23	0.999998946	1.05391E-06	1.02681E-23
0.5X	likelihood	BC|AD	24	1.49375E-21	1	2.68217E-25
0.5X	likelihood	BC|AD	25	1	1.20588E-26	2.7482E-17
0.5X	likelihood	BC|AD	26	1.50007E-06	0.9999985	1.11076E-24
0.5X	likelihood	BC|AD	27	1	5.06924E-14	2.47596E-25
0.5X	likelihood	BC|AD	28	0.999997395	2.6052E-06	9.8196E-28
0.5X	likelihood	BC|AD	29	1	3.68334E-39	1.84675E-52
0.5X	likelihood	BC|AD	30	0.830475364	0.169524636	5.37652E-27
0.5X	likelihood	BC|AD	31	1	9.97365E-17	1.17545E-37
0.5X	likelihood	BC|AD	32	1	3.70661E-19	1.33906E-29
0.5X	likelihood	BC|AD	33	1	3.38402E-36	3.90204E-47
0.5X	likelihood	BC|AD	34	0.999997772	1.88044E-06	3.47326E-07
0.5X	likelihood	BC|AD	35	1	2.16055E-16	8.26027E-23
0.5X	likelihood	BC|AD	36	1	3.24262E-28	2.50132E-39
0.5X	likelihood	BC|AD	37	5.43813E-11	1	1.80979E-26
0.5X	likelihood	BC|AD	38	0.968262368	0.031737632	4.30611E-21
0.5X	likelihood	BC|AD	39	0.999999879	1.21179E-07	5.08658E-13
0.5X	likelihood	BC|AD	40	1	5.69619E-27	1.43868E-32
0.5X	likelihood	BC|AD	41	0.999852716	0.000147284	3.83938E-23
0.5X	likelihood	BC|AD	42	1	4.35122E-23	5.90367E-42
0.5X	likelihood	BC|AD	43	1.28823E-09	0.999999999	5.26659E-28
0.5X	likelihood	BC|AD	44	0.000846122	0.999153878	3.34075E-24
0.5X	likelihood	BC|AD	45	0.964872104	0.035127895	7.8716E-12
0.5X	likelihood	BC|AD	46	1	1.51019E-38	2.13216E-31
0.5X	likelihood	BC|AD	47	1	7.2982E-25	2.77216E-25
0.5X	likelihood	BC|AD	48	1.07013E-15	1	8.34879E-19
0.5X	likelihood	BC|AD	49	1	1.32192E-48	1.53803E-47
0.5X	likelihood	BC|AD	50	1	9.34211E-18	4.53111E-29
0.5X	likelihood	BC|AD	51	0.999999999	5.22707E-10	2.71912E-33
0.5X	likelihood	BC|AD	52	1	1.03936E-13	6.6418E-28
0.5X	likelihood	BC|AD	53	0.999910573	8.94269E-05	7.91324E-25
0.5X	likelihood	BC|AD	54	1	9.65615E-54	6.05634E-60
0.5X	likelihood	BC|AD	55	1	2.87828E-14	8.34329E-23
0.5X	likelihood	BC|AD	56	1	3.10628E-52	3.08822E-54
0.5X	likelihood	BC|AD	57	1	4.69331E-31	7.51382E-44
0.5X	likelihood	BC|AD	58	1	3.20817E-20	3.53744E-40
0.5X	likelihood	BC|AD	59	5.67279E-08	0.999999943	6.10564E-26
0.5X	likelihood	BC|AD	60	1	1.93436E-15	2.17142E-28
0.5X	likelihood	BC|AD	61	0.999999996	4.08069E-09	5.8731E-28
0.5X	likelihood	BC|AD	62	1	1.22878E-12	7.85607E-21
0.5X	likelihood	BC|AD	63	1	2.77048E-12	1.99768E-41
0.5X	likelihood	BC|AD	64	1	1.24963E-10	1.16711E-18
0.5X	likelihood	BC|AD	65	0.999565552	0.000434448	8.84801E-25
0.5X	likelihood	BC|AD	66	0.025283368	0.974716632	4.28238E-19
0.5X	likelihood	BC|AD	67	1.40193E-10	1	1.84861E-11
0.5X	likelihood	BC|AD	68	0.995072579	0.004927421	8.94793E-16
0.5X	likelihood	BC|AD	69	1	4.37006E-15	1.00031E-33
0.5X	likelihood	BC|AD	70	1.05834E-20	1	7.05183E-21
0.5X	likelihood	BC|AD	71	1	2.31228E-38	2.48556E-47
0.5X	likelihood	BC|AD	72	3.92527E-11	1	5.65176E-29
0.5X	likelihood	BC|AD	73	2.8591E-06	0.99999714	5.88171E-10
0.5X	likelihood	BC|AD	74	1	1.42812E-16	3.50858E-26
0.5X	likelihood	BC|AD	75	1	2.41236E-13	8.53659E-16
0.5X	likelihood	BC|AD	76	0.311184285	0.015384881	0.673430834
0.5X	likelihood	BC|AD	77	6.48508E-06	0.999993515	6.90575E-16
0.5X	likelihood	BC|AD	78	0.999957502	4.24985E-05	6.8203E-17
0.5X	likelihood	BC|AD	79	7.81939E-13	1	2.11281E-12
0.5X	likelihood	BC|AD	80	0.999740631	0.000259369	8.09108E-12
0.5X	likelihood	BC|AD	81	1.40268E-28	1	2.62303E-45
0.5X	likelihood	BC|AD	82	0.995169677	0.004830323	8.16841E-19
0.5X	likelihood	BC|AD	83	0.971941391	0.028058609	5.3267E-14
0.5X	likelihood	BC|AD	84	0.892352574	0.107647426	2.7884E-16
0.5X	likelihood	BC|AD	85	0.631812418	0.368187582	4.58385E-20
0.5X	likelihood	BC|AD	86	1	4.24348E-28	1.00067E-49
0.5X	likelihood	BC|AD	87	1	1.03948E-32	8.36648E-38
0.5X	likelihood	BC|AD	88	9.95616E-14	1	6.78326E-23
0.5X	likelihood	BC|AD	89	1	2.81379E-18	8.90361E-23
0.5X	likelihood	BC|AD	90	1	8.3345E-40	1.46644E-51
0.5X	likelihood	BC|AD	91	1	1.45467E-15	4.44073E-39
0.5X	likelihood	BC|AD	92	0.999838364	0.000161636	3.4612E-15
0.5X	likelihood	BC|AD	93	1	1.35137E-19	2.74966E-35
0.5X	likelihood	BC|AD	94	1	7.51662E-19	5.74151E-32
0.5X	likelihood	BC|AD	95	1	1.17433E-20	2.15339E-24
0.5X	likelihood	BC|AD	96	0.999999505	4.94855E-07	4.9383E-12
0.5X	likelihood	BC|AD	97	1	2.19154E-13	5.83257E-23
0.5X	likelihood	BC|AD	98	1	1.92101E-10	2.41565E-29
0.5X	likelihood	BC|AD	99	0.993138881	0.006861119	1.22056E-14
0.5X	likelihood	BC|AD	100	2.23886E-29	1	4.37965E-29
